address,chain,entity_type,risk_label,risk_type,source,loss_usd,root_cause
0x0000000000cccf289727c20269911159a7bf9ebd,ETH,contract,0,legit,eth_addresses,,nan
0x0000000000ccdfcb0aadf8e9a9b6794ce56b76eb,ETH,contract,0,legit,eth_addresses,,nan
0x0000000000dfed903ad76996fc07bf89c0127b1e,ETH,contract,0,legit,eth_addresses,,nan
0x0000000000f55ff05d0080fe17a63b16596fd59f,ETH,contract,0,legit,eth_addresses,,nan
0x0000000000f732b182f375af6baa1770d83077ed,ETH,contract,0,legit,eth_addresses,,nan
0x00000000011df015e8ad00d7b2486a88c2eb8210,ETH,contract,0,legit,eth_addresses,,nan
0x000000000532b45f47779fce440748893b257865,ETH,wallet,1,phishing,etherscan_malicious;phishing_scams,,nan
0x00000000054e5a7f91db6b7db5e91eab56fac5e4,ETH,contract,0,legit,eth_addresses,,nan
0x00000000072d54638c2c2a3da3f715360269eea1,ETH,wallet,1,phishing,etherscan_malicious;phishing_scams,,nan
0x0000000009324b6434d7766af41908e4c49ee1d7,ETH,wallet,1,phishing,etherscan_malicious;phishing_scams,,nan
0x000000000d38df53b45c5733c7b34000de0bdf52,ETH,contract,0,legit,eth_addresses,,nan
0x0000000010a653849f221a573e00f3a37c8c4082,ETH,contract,0,legit,eth_addresses,,nan
0x0000000012ba45c32e4380a42ee524fe30502943,ETH,wallet,1,phishing,etherscan_malicious,,nan
0x00000000175121e210e2a36f3cd9468bad41e660,ETH,contract,0,legit,eth_addresses,,nan
0x000000001a1f402e8e32f1faac83692266167b26,ETH,contract,0,legit,eth_addresses,,nan
0x00000000357646e36fe575885bb3e1a0772e64cc,ETH,contract,0,legit,eth_addresses,,nan
0x0000000041087b924ee4de5567c85adcc4e00098,ETH,contract,0,legit,eth_addresses,,nan
0x00000000441378008ea67f4284a57932b1c000a5,ETH,token,0,legit,eth_addresses,,nan
0x00000000445b63fff54af1ea544ff62ae96e0b15,ETH,wallet,1,phishing,etherscan_malicious,,nan
0x00000000480003d5ee4f51134ce73cc9ac00f693,ETH,contract,0,legit,eth_addresses,,nan
0x0000000053d300f11703dcdd1e90921db83f0048,ETH,contract,0,legit,eth_addresses,,nan
0x0000000055551209abf26d0061000b3ccd81ec98,ETH,contract,0,legit,eth_addresses,,nan
0x00000000580090b7b5b593ab408000b1abb5f78d,ETH,contract,0,legit,eth_addresses,,nan
0x000000005bf12f10b4e7001adf7e7400e49431fa,ETH,contract,0,legit,eth_addresses,,nan
0x000000005d7065eb9716a410070ee62d51092c98,ETH,contract,0,legit,eth_addresses,,nan
0x000000006d00ffde550bc5eaa7c24cce36c6657d,ETH,contract,0,legit,eth_addresses,,nan
0x000000007f8ea40a849c00ef59b8690bc56d7d98,ETH,contract,0,legit,eth_addresses,,nan
0x0000000086c5d614bec59dfd2c9b88f7cb57f23c,ETH,wallet,1,phishing,etherscan_malicious;phishing_scams,,nan
0x0000000088ad0c701dd873c5915addc65f54fa05,ETH,contract,0,legit,eth_addresses,,nan
0x000000008eb3d0a15fb54e6c00464ab8f55b5f8c,ETH,contract,0,legit,eth_addresses,,nan
0x00000000938f41360a846490409500d08919856c,ETH,contract,0,legit,eth_addresses,,nan
0x00000000bf02300fd6251627aa3db8933a0eee83,ETH,wallet,1,phishing,etherscan_malicious;phishing_scams,,nan
0x00000000c8bdb2c7db23eccf7500efc3c2ab7b99,ETH,contract,0,legit,eth_addresses,,nan
0x00000000d029a3ed50d891b9afd74b034179082e,ETH,wallet,1,phishing,etherscan_malicious;phishing_scams,,nan
0x00000000d1dbc357a3f3d0f1f934d0186ba40396,ETH,contract,0,legit,eth_addresses,,nan
0x00000000d750176e38660203c678d88ee7e28d36,ETH,contract,0,legit,eth_addresses,,nan
0x00000000daa80e2b0694604fc3644b0016dd56fc,ETH,contract,0,legit,eth_addresses,,nan
0x00000000de26576a3700bb87d61bfbee335c8b56,ETH,contract,0,legit,eth_addresses,,nan
0x00000000e4474ae200cb092b5f002b598e65387e,ETH,contract,0,legit,eth_addresses,,nan
0x00000000ea0007cdab60e07437e59e9cc41c2e49,ETH,contract,0,legit,eth_addresses,,nan
0x00000000ea4044b4b60091836a6d47554f43a100,ETH,contract,0,legit,eth_addresses,,nan
0x00000000f534674c252dfe4b9834a4d62ef40015,ETH,contract,0,legit,eth_addresses,,nan
0x00000000fde3b69fecd50c8a4c001678f00011ab,ETH,contract,0,legit,eth_addresses,,nan
0x00000001008b2ff2004f00a7c8a0f48c675e5034,ETH,contract,0,legit,eth_addresses,,nan
0x00000006e55a9364b657e3b91cd0411b4fd11ac2,ETH,contract,1,phish-hack;phishing,malicious_smart_contracts;etherscan_malicious;phishing_scams,,nan
0x00000100f2a2bd000715001920eb70d229700085,ETH,token,0,legit,eth_addresses,,nan
0x0000098a312e1244f313f83cac319603a97f4582,ETH,wallet,1,phishing,etherscan_malicious,,nan
0x000009b11c29428832d039d0af4b2e2b25a02969,ETH,contract,0,legit,eth_addresses,,nan
0x00000a9f233d0b3ebbf136276165429d071d1abf,ETH,contract,1,phish-hack;phishing,malicious_smart_contracts;etherscan_malicious;phishing_scams,,nan
0x00000e32e51011e28958d4696627c82c3dacd5a6,ETH,wallet,1,phishing;Dodgy,etherscan_malicious;phishing_scams;eth_addresses,,nan
0x000014688fd28b29b761cc1ec77b532bc923d400,ETH,contract,1,phish-hack;phishing,malicious_smart_contracts;etherscan_malicious;phishing_scams,,nan
0x00006100f7090010005f1bd7ae6122c3c2cf0090,ETH,token,0,legit,eth_addresses,,nan
0x0000852600ceb001e08e00bc008be620d60031f2,ETH,token,0,legit,eth_addresses,,nan
0x00059ae69c1622a7542edc15e8d17b060fe307b6,ETH,token,0,legit,eth_addresses,,nan
0x00067010f3ae17aa53e2b4d5142dda35380cf72d,ETH,wallet,1,phishing;Dodgy,etherscan_malicious;phishing_scams;eth_addresses,,nan
0x000875cd6125a5c2c5bbb17791e690df9a6d6000,ETH,contract,1,phish-hack;phishing,malicious_smart_contracts;etherscan_malicious;phishing_scams,,nan
0x000983ba1a675327f0940b56c2d49cd9c042dfbf,ETH,contract,0,legit,eth_addresses,,nan
0x000c100050e98c91f9114fa5dd75ce6869bf4f53,ETH,token,0,legit,eth_addresses,,nan
0x000d2d31815990fca6f69dfd978c4d4a56b2ed6b,ETH,contract,0,legit,eth_addresses,,nan
0x000da8645769d407e20b699b60ef81923e04478a,ETH,contract,0,legit,eth_addresses,,nan
0x000f05552f24850e75793d38c2bd0cbd249a9ff4,ETH,contract,0,legit,eth_addresses,,nan
0x000f400e6818158d541c3ebe45fe3aa0d47372ff,ETH,contract,0,legit,eth_addresses,,nan
0x000f49fd739d4023b0a6c87ee8705ef1ffb55c87,ETH,contract,0,legit,eth_addresses,,nan
0x0016d34783efcb7a693903e60fbe4c9c0d98f583,ETH,contract,0,legit,eth_addresses,,nan
0x0017a04a2e182376235530d501bc3fbe7ca07a5b,ETH,contract,0,legit,eth_addresses,,nan
0x001866ae5b3de6caa5a51543fd9fb64f524f5478,ETH,wallet,0,legit,eth_addresses,,nan
0x00192fb10df37c9fb26829eb2cc623cd1bf599e8,ETH,wallet,0,legit,eth_addresses,,nan
0x001936dbef5a3598dfc2a9ef0e6fb7c542ebefd4,ETH,contract,0,legit,eth_addresses,,nan
0x001de766dc641735a4ef74947e3bc6ac51219aba,ETH,contract,0,legit,eth_addresses,,nan
0x0020731604c882cf7bf8c444be97d17b19ea4316,ETH,wallet,1,phishing;Dodgy,etherscan_malicious;phishing_scams;eth_addresses,,nan
0x0021845f4c2604c58f9ba5b7bff58d16a2ab372c,ETH,wallet,0,legit,eth_addresses,,nan
0x00278018530825863b765dc6cd581c0a8d471ade,ETH,wallet,1,phishing,etherscan_malicious;phishing_scams,,nan
0x0028b2ec9c4703f3c8f18e38aa02c047d7b8ae80,ETH,contract,0,legit,eth_addresses,,nan
0x002bc2632ec91e229470e747534ca93da52bb266,ETH,wallet,1,phishing,etherscan_malicious,,nan
0x002bf459dc58584d58886169ea0e80f3ca95ffaf,ETH,wallet,1,phishing;Dodgy,etherscan_malicious;phishing_scams;eth_addresses,,nan
0x002c97933d0976dbcf51c0e8f8a3e64d8fd9d296,ETH,contract,0,legit,eth_addresses,,nan
0x002e08000acbbae2155fab7ac01929564949070d,ETH,wallet,0,legit,eth_addresses,,nan
0x002f0c8119c16d310342d869ca8bf6ace34d9c39,ETH,wallet,1,phishing;Dodgy,etherscan_malicious;phishing_scams;eth_addresses,,nan
0x003328baa789dfbe86b89555cb097970a524848f,ETH,contract,0,legit,eth_addresses,,nan
0x00348c300311459c7233160dd5718b1607c41ca5,ETH,contract,0,legit,eth_addresses,,nan
0x0034ea9808e620a0ef79261c51af20614b742b24,ETH,contract,0,legit,eth_addresses,,nan
0x00371fb3b17a13b9591fd135026367e9d2a6c33e,ETH,token,1,Transaction Limitation,rugpull,,Sale-restrict
0x00391d08b3e68e476a774ada379258264eb74485,ETH,token,0,legit,eth_addresses,,nan
0x003950eb83350938f09cdd36f495ba3bb5403715,ETH,token,1,Fee,rugpull,,Fee modification
0x003b567cee714fd32fe6138101895e11ca0d8030,ETH,contract,0,legit,eth_addresses,,nan
0x003dbccacd2ea95ce8f958a71d28ce660ce36879,ETH,contract,0,legit,eth_addresses,,nan
0x003eb9c77b5b896fcc27adead606d23def34510e,ETH,contract,1,phish-hack;phishing,malicious_smart_contracts;etherscan_malicious;phishing_scams,,nan
0x003f12c49df27295fe97d4990b7901e2c855adf5,ETH,wallet,1,phishing,etherscan_malicious;phishing_scams,,nan
0x003ffefefbc4a6f34a62a3ca7b7937a880065bcb,ETH,token,0,legit,eth_addresses,,nan
0x00471ae525110087bbc6847cb6e9691bacd13c89,ETH,contract,0,legit,eth_addresses,,nan
0x004982bfa6ed67cd7f290f45aed3057e5c7463e0,ETH,contract,0,legit,eth_addresses,,nan
0x004a60e932aeb59ab06996586a64c8cea37c3875,ETH,contract,0,legit,eth_addresses,,nan
0x004da98ea773b10359000000bd00770091f94b15,ETH,contract,0,legit,eth_addresses,,nan
0x004ddea0b86fc5e7bc301667768ac186897c5825,ETH,token,1,Transaction Limitation,rugpull,,Sale-restrict
0x004e5c42ddde1601f72549d3e72d0f9bd6e82e47,ETH,contract,0,legit,eth_addresses,,nan
0x004e6f03648b0b0f529511697b0f36a463a24836,ETH,wallet,0,legit,eth_addresses,,nan
0x0051aa458da83d98610742851255b1b64f2b70fa,ETH,contract,0,legit,eth_addresses,,nan
0x0052a8400f51a26a53dfc589745bc0dd18be4993,ETH,wallet,1,phishing,etherscan_malicious,,nan
0x00534caeb1c9a7fbe59449653914eccd4bcfbdb6,ETH,contract,0,legit,eth_addresses,,nan
0x0059b14e35dab1b4eee1e2926c7a5660da66f747,ETH,wallet,1,phishing;Dodgy,etherscan_malicious;phishing_scams;eth_addresses,,nan
0x005b9f4516f8e640bbe48136901738b323c53b00,ETH,wallet,1,phishing;Dodgy,etherscan_malicious;phishing_scams;eth_addresses,,nan
0x0061fb5485dff4bb85c078dca80d19119224d97e,ETH,wallet,1,phishing;Dodgy,etherscan_malicious;phishing_scams;eth_addresses,,nan
0x00650a784ee109797ba8c05f3496bdbf2b2b7a1c,ETH,wallet,1,phishing;Dodgy,etherscan_malicious;phishing_scams;eth_addresses,,nan
0x00674045bb7c17f0aa1cde34780d6c51af548728,ETH,wallet,0,legit,eth_addresses,,nan
0x0067b43cb530e683dbffb43f5caacde867472721,ETH,wallet,1,phishing,etherscan_malicious;phishing_scams,,nan
0x0068eb681ec52dbd9944517d785727310b494575,ETH,wallet,0,legit,eth_addresses,,nan
0x006b6e89ee1531cfe5b6d32da0d80cc30506a339,ETH,token,0,legit,eth_addresses,,nan
0x006bea43baa3f7a6f765f14f10a1a1b08334ef45,ETH,token,0,legit,eth_addresses,,nan
0x006fde2d7f23e0d52b3163150474602e5d141ddf,ETH,token,1,Transaction Limitation,rugpull,,Sale-restrict
0x00701ad62d277b0f075fedbdd33019e0f42a5ed9,ETH,wallet,1,phishing,etherscan_malicious,,nan
0x007174732705604bbbf77038332dc52fd5a5000c,ETH,wallet,0,legit,eth_addresses,,nan
0x0073e5e52e2b4fe218d75d994ee2b3c82f9c87ea,ETH,token,0,legit,eth_addresses,,nan
0x00746883216d1c2eff70f8cc2d2b23b04b8fa146,ETH,contract,0,legit,eth_addresses,,nan
0x00767fa00d142f9c410de48dcb537c59e7cc2c28,ETH,token,1,Transaction Limitation,rugpull,,Sale-restrict
0x007a376e488cee20e2b059e683e61af28eea9f63,ETH,wallet,1,phishing;Dodgy,etherscan_malicious;phishing_scams;eth_addresses,,nan
0x007a37e26e2aa1102b8f5ae14f3220be6565ed07,ETH,token,0,legit,eth_addresses,,nan
0x007b7f245578b1ee26aace08291d66960080a2a6,ETH,wallet,1,phishing,etherscan_malicious,,nan
0x00813626695bd9cbab357eedd45e5083311edeaa,ETH,contract,0,legit,eth_addresses,,nan
0x00819c26fbd1c7b70b3270567a55af46d5ea5b08,ETH,token,1,Transaction Limitation,rugpull,,Sale-restrict
0x00832a758a781055ac19b5f9bf553db8bb9db32d,ETH,wallet,0,legit,eth_addresses,,nan
0x0084515449b037205a33d6d3940a5684126aa4b5,ETH,wallet,1,phishing;Dodgy,etherscan_malicious;phishing_scams;eth_addresses,,nan
0x0087e970dfd8303bccf3e2b7bfbb2a6c8b46d43f,ETH,contract,0,legit,eth_addresses,,nan
0x0087feb9d0884720347fdd360a51dbff799b3d1e,ETH,token,1,Transaction Limitation,rugpull,,Sale-restrict
0x008d44a22df16518ea360dacdea5fb8cf6717a9e,ETH,contract,0,legit,eth_addresses,,nan
0x008f3db10374099a11ec263415cb88c952abeedc,ETH,wallet,1,phishing;Dodgy,etherscan_malicious;phishing_scams;eth_addresses,,nan
0x008faf03038c810e478013d85659e25199a79e77,ETH,contract,0,legit,eth_addresses,,nan
0x0090aed150056316e37fe6dfa10dc63e79d173b6,ETH,contract,0,legit,eth_addresses,,nan
0x0090db2f1171e6134961bc1db52ea916fbb2edac,ETH,contract,0,legit,eth_addresses,,nan
0x00913406868bf84633476b1338d88818dda0cb83,ETH,token,0,legit,eth_addresses,,nan
0x009296dbf657f0b889c672b26d697f60ef82a0f2,ETH,contract,0,legit,eth_addresses,,nan
0x009aadbc3826a67b603483e7b1174806d8a782bf,ETH,wallet,1,phishing,etherscan_malicious;phishing_scams,,nan
0x009b40aab0ec2d4abd696db7b0cfce5c24eb9114,ETH,contract,0,legit,eth_addresses,,nan
0x009bb5e9fcf28e5e601b7d0e9e821da6365d0a9c,ETH,contract,0,legit,eth_addresses,,nan
0x009c216b7e86e5c38af14fcd8c07aab3a2e7888e,ETH,contract,0,legit,eth_addresses,,nan
0x009d11fe629ac307c297fed504e653e6f001cc87,ETH,contract,0,legit,eth_addresses,,nan
0x009e864923b49263c7f10d19b7f8ab7a9a5aad33,ETH,token,0,legit,eth_addresses,,nan
0x009f3de1e8878cda9c2e94a6ce6084d9ca86425c,ETH,contract,1,Dodgy,eth_addresses,,nan
0x00a4d8e91d92595972ea5810537d87eb664f5bcd,ETH,contract,1,phish-hack;phishing,malicious_smart_contracts;etherscan_malicious;phishing_scams,,nan
0x00a50d7e9b6d3e6ad4849d939c7857b3d50a5958,ETH,wallet,1,phishing,etherscan_malicious,,nan
0x00a547616878d42295e21afdf44d9819b74dac92,ETH,contract,0,legit,eth_addresses,,nan
0x00a7faa82cf9bd88f3643a73974e85d57205fea4,ETH,contract,0,legit,eth_addresses,,nan
0x00aa5d5edd6ef6f99b801326f5436ee9d61564d6,ETH,contract,1,phish-hack;phishing,malicious_smart_contracts;etherscan_malicious;phishing_scams,,nan
0x00ab7c26a5a6c4c32d0b897e4af3cb32f92aad34,ETH,contract,0,legit,eth_addresses,,nan
0x00b1480259b3c9f9b0cb9b62bafac3c10c0d08bd,ETH,wallet,1,Dodgy,eth_addresses,,nan
0x00b39ce0c12206d88283be1db5a2505f6e90d23b,ETH,wallet,1,phishing,etherscan_malicious,,nan
0x00b7ed96a23cbc777b54b24ca1e6d6a054768cda,ETH,contract,0,legit,eth_addresses,,nan
0x00bbd61f1f46bb2882e59af47b69dd7b501d5317,ETH,contract,1,phish-hack;phishing,malicious_smart_contracts;etherscan_malicious;phishing_scams,,nan
0x00bdb5699745f5b860228c8f939abf1b9ae374ed,ETH,wallet,0,legit,eth_addresses,,nan
0x00c0443f42932d9efe27e64409b21d2e48928d66,ETH,contract,0,legit,eth_addresses,,nan
0x00c33c49f9a2a920e3f3787204cbda9012d1912e,ETH,wallet,1,phishing;Dodgy,etherscan_malicious;phishing_scams;eth_addresses,,nan
0x00c46406d5a38045ed58556a46c56d1f083acc1f,ETH,wallet,1,Dodgy,eth_addresses,,nan
0x00c4b398500645eb5da00a1a379a88b11683ba01,ETH,token,0,legit,eth_addresses,,nan
0x00c5de1fc14428dcbbc247b6d16256c642df8c28,ETH,wallet,1,phishing;Dodgy,etherscan_malicious;phishing_scams;eth_addresses,,nan
0x00c7122633a4ef0bc72f7d02456ee2b11e97561e,ETH,wallet,0,legit,eth_addresses,,nan
0x00c8bd3cd1e649a3fd2a89b3edc1c2ab631227a0,ETH,wallet,1,phishing;Dodgy,etherscan_malicious;phishing_scams;eth_addresses,,nan
0x00cdc153aa8894d08207719fe921fff964f28ba3,ETH,wallet,0,legit,eth_addresses,,nan
0x00cf36853aa4024fb5bf5cc377dfd85844b411a0,ETH,contract,0,legit,eth_addresses,,nan
0x00d07f8c2194f14c8d694680f2b8c0be66d4d5e9,ETH,wallet,1,phishing;Dodgy,etherscan_malicious;phishing_scams;eth_addresses,,nan
0x00d71de39c7bea8b69ae917a3e56c4717ef9d566,ETH,wallet,1,phishing;Dodgy,etherscan_malicious;phishing_scams;eth_addresses,,nan
0x00daa9a2d88bed5a29a6ca93e0b7d860cd1d403f,ETH,contract,0,legit,eth_addresses,,nan
0x00dbc5d9f5c3cfb4f9f889ad0bf20650a21c6c39,ETH,wallet,1,phishing;Dodgy,etherscan_malicious;phishing_scams;eth_addresses,,nan
0x00dd005247b300f700cfdff89c00e2acc94c7b00,ETH,contract,0,legit,eth_addresses,,nan
0x00dd74a19a4a7f1613f1bcf49d81944a7974d2a9,ETH,wallet,1,phishing,etherscan_malicious;phishing_scams,,nan
0x00de4b13153673bcae2616b67bf822500d325fc3,ETH,wallet,0,legit,eth_addresses,,nan
0x00de6bb8c4c4072aa4eb8d7e04d76a00d4621428,ETH,wallet,1,phishing;Dodgy,etherscan_malicious;phishing_scams;eth_addresses,,nan
0x00e01a648ff41346cdeb873182383333d2184dd1,ETH,wallet,1,phishing;Dodgy,etherscan_malicious;phishing_scams;eth_addresses,,nan
0x00e04c3fbb3783fd57eae4037ee1ee02c4d84614,ETH,contract,0,legit,eth_addresses,,nan
0x00e07c2c78695418d84485eee1ed293a3867d9c3,ETH,contract,0,legit,eth_addresses,,nan
0x00e150d741eda1d49d341189cae4c08a73a49c95,ETH,token,0,legit,eth_addresses,,nan
0x00e25f0fd5d6a36c252398ca14f3f29128cf5bf9,ETH,token,1,Transaction Limitation,rugpull,,Sale-restrict
0x00e8b95224298d3a9d14f4982b56f53275431f57,ETH,wallet,1,phishing;Dodgy,etherscan_malicious;phishing_scams;eth_addresses,,nan
0x00eb6f5199cd0b671da371969b1a0f948e982fea,ETH,wallet,1,phishing;Dodgy,etherscan_malicious;phishing_scams;eth_addresses,,nan
0x00ee047a66d5cff27587a61559138c26b62f7ceb,ETH,wallet,0,legit,eth_addresses,,nan
0x00ee67308138958a08c463ed144b86899537c923,ETH,contract,0,legit,eth_addresses,,nan
0x00ef6a5a141eabea8588c8100a96f9773b5ccaf6,ETH,token,1,Transaction Limitation,rugpull,,FreezeAccount
0x00f1c77935ac482fc075b55b5990e86ea40851bb,ETH,wallet,1,Dodgy,eth_addresses,,nan
0x00f548bc685e4b495ba559e881112fdd4576f331,ETH,token,1,Transaction Limitation,rugpull,,Sale-restrict
0x00f8d7cb7bbe949ff6310253b128f0826a854818,ETH,token,1,Transaction Limitation,rugpull,,Sale-restrict
0x00f91664065c9858628faab8e6dad11c1d5f94d9,ETH,wallet,1,phishing,etherscan_malicious;phishing_scams,,nan
0x00fbf5e62c707a9a5f9dd26d425eaf805eb8d548,ETH,wallet,1,phishing,etherscan_malicious;phishing_scams,,nan
0x0100e29a8c08fbe5180ffa9190a5487f0f3f50f8,ETH,contract,0,legit,eth_addresses,,nan
0x01012022d43a3f85196a6bea96dfdb7350fdaa3c,ETH,contract,1,phish-hack;phishing,malicious_smart_contracts;etherscan_malicious;phishing_scams,,nan
0x01030bcd89add33f779484662e2f2f7337f8912b,ETH,token,1,Fee,rugpull,,Fee modification
0x010496d8f3269ee9b05060bdf40c2d66e83e61dd,ETH,token,1,Transaction Limitation,rugpull,,Sale-restrict
0x01091506ce9f1977a660c5ad4915cbd89e4e1a49,ETH,wallet,0,legit,eth_addresses,,nan
0x010c282118aa76174ce5952572ba715cf60a0c9b,ETH,contract,0,legit,eth_addresses,,nan
0x010d14d36c3ea6570d240ae3ac9d660398f7c48e,ETH,contract,0,legit,eth_addresses,,nan
0x0111a93692b5ccff5c4b006d88d82664f76dfd21,ETH,wallet,1,phishing,etherscan_malicious;phishing_scams,,nan
0x0111ac7e9425c891f935c4ce54cf16db7c14b7db,ETH,token,0,legit,eth_addresses,,nan
0x01180d350f23e143d9bd4627355866ba5a39ec32,ETH,token,1,Transaction Limitation,rugpull,,Sale-restrict
0x011da0ab16577cbb73374a5b9b869d66253150e7,ETH,wallet,1,phishing;Dodgy,etherscan_malicious;phishing_scams;eth_addresses,,nan
0x0122db5fba163b123ebc047d735437c6a6677e6f,ETH,contract,0,legit,eth_addresses,,nan
0x0123a7dae08fb4d3e88a34511a3e230eda83c941,ETH,contract,0,legit,eth_addresses,,nan
0x0128282ce73c72decabaeace9358344adff449fe,ETH,wallet,1,phishing;Dodgy,etherscan_malicious;phishing_scams;eth_addresses,,nan
0x0131c9a2fe609f03f6f7a0cf850a417a648c695e,ETH,wallet,1,phishing,etherscan_malicious,,nan
0x0132946103efffa43337128cf65f0b3531378e87,ETH,wallet,1,phishing;Dodgy,etherscan_malicious;phishing_scams;eth_addresses,,nan
0x0133aa47b6197d0ba090bf2cd96626eb71ffd13c,ETH,contract,0,legit,eth_addresses,,nan
0x0135af07a88fbb8a6ebf8b12f1d49b9c47a22c3e,ETH,contract,0,legit,eth_addresses,,nan
0x0135c9a7bff72aa26e1d105ff5000e454e4dde7a,ETH,wallet,1,Dodgy,eth_addresses,,nan
0x0137256e72edb66e5d9c5b1812a6beba06405e15,ETH,contract,0,legit,eth_addresses,,nan
0x013a06558f07d9e6f9a00c95a33f3a0e0255176b,ETH,token,0,legit,eth_addresses,,nan
0x013ae307648f529aa72c5767a334ddd37aab43c3,ETH,contract,0,legit,eth_addresses,,nan
0x0142c3b2fc51819b5af5dfc4aa52df9722790851,ETH,token,0,legit,eth_addresses,,nan
0x014e261afd0bad1b2391909b1641e4eb5c319a7b,ETH,wallet,1,phishing,etherscan_malicious,,nan
0x014f808b7d4b6f58be5fef88002d5028cd0ed14b,ETH,wallet,0,legit,eth_addresses,,nan
0x015024b0d87dbb567f9e3d956bb0a495436ec3ba,ETH,token,1,Transaction Limitation,rugpull,,Sale-restrict
0x0153775362c3071c1860e8dbfd53ccc82fa226f5,ETH,wallet,1,phishing;Dodgy,etherscan_malicious;phishing_scams;eth_addresses,,nan
0x015531a044bae03bf4dab1ceabfc232a969b7175,ETH,contract,0,legit,eth_addresses,,nan
0x0158cdd1ba234c9311e42890d00397b7478b5699,ETH,wallet,1,Dodgy,eth_addresses,,nan
0x0158d521bb6da3afa7600c4cf436a4f526421d66,ETH,contract,0,legit,eth_addresses,,nan
0x015a8f02b4e55b3c93678e5b44f7205ff9e8ece2,ETH,wallet,1,phishing,etherscan_malicious;phishing_scams,,nan
0x015c0e438b3a01511b98d928bd031d3dc50abb9e,ETH,wallet,1,phishing;Dodgy,etherscan_malicious;phishing_scams;eth_addresses,,nan
